Месяц выдачи кредита;Сумма кредита;Срок кредита;Возраст клиента;;Пол клиента;Образование клиента;Тип товара;Наличие детей у клиента;Регион выдачи кредита;Доход клиента;Семейное положение;Оператор связи;Является ли клиентом банка;Флаг дефолта по кредиту
9;11500;6;51;ЛОЖЬ;Мужской;Высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;36000;Другое;МТС;Клиент банка;Нет дефолта
9;10500;3;23;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;31000;Женат/замужем;Теле2;Клиент банка;Нет дефолта
9;41000;10;33;ЛОЖЬ;Женский;Высшее;Мебель;Дети есть;Санкт-Петербург или ЛО;46000;Другое;Мегафон;Не клиент банка;Нет дефолта
9;21000;18;26;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;26000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
9;22000;12;41;ЛОЖЬ;Женский;Среднее;Бытовая техника;Дети есть;Другие регионы;21000;Другое;Мегафон;Клиент банка;Нет дефолта
9;5500;5;47;ЛОЖЬ;Мужской;Среднее специальное;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;16000;Никогда не был(а) женат/замужем;Мегафон;Не клиент банка;Нет дефолта
9;7500;6;23;ЛОЖЬ;Мужской;Неоконченное высшее;Компьютеры, комплектующие;Детей нет;Другие регионы;18000;Другое;Билайн;Клиент банка;Нет дефолта
9;8000;12;29;ЛОЖЬ;Женский;Среднее;Бытовая техника;Дети есть;Другие регионы;18000;Другое;МТС;Клиент банка;Дефолт
9;20500;10;31;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;17000;Другое;Мегафон;Клиент банка;Нет дефолта
9;7000;12;37;ЛОЖЬ;Мужской;Среднее специальное;Мобильные телефоны;Дети есть;Москва или МО;31000;Другое;Теле2;Клиент банка;Нет дефолта
9;111500;10;50;ИСТИНА;Мужской;Среднее;Мебель;Детей нет;Москва или МО;81000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
9;8000;10;22;ЛОЖЬ;Женский;Среднее специальное;Мобильные телефоны;Детей нет;Другие регионы;16000;Никогда не был(а) женат/замужем;Теле2;Не клиент банка;Нет дефолта
9;27500;12;23;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Санкт-Петербург или ЛО;28000;Женат/замужем;Мегафон;Клиент банка;Нет дефолта
9;41500;15;26;ЛОЖЬ;Мужской;Среднее;Окна, двери;Дети есть;Другие регионы;16000;Другое;Теле2;Клиент банка;Нет дефолта
9;28500;12;30;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;24000;Другое;МТС;Клиент банка;Нет дефолта
9;27500;3;30;ИСТИНА;Женский;Высшее;Строительные материалы и инструменты;Дети есть;Другие регионы;81000;Другое;Билайн;Не клиент банка;Нет дефолта
9;16000;3;23;ЛОЖЬ;Мужской;Высшее;Мебель;Детей нет;Другие регионы;22000;Другое;Теле2;Клиент банка;Нет дефолта
9;66000;12;26;ИСТИНА;Мужской;Высшее;Окна, двери;Дети есть;Другие регионы;31000;Другое;Билайн;Клиент банка;Нет дефолта
9;7000;3;27;ЛОЖЬ;Мужской;Несколько высших или более высокая ступень образования;Одежда, изделия из меха и кожи;Детей нет;Другие регионы;31000;Другое;Мегафон;Не клиент банка;Нет дефолта
9;6000;3;32;ЛОЖЬ;Мужской;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;19000;Женат/замужем;МТС;Не клиент банка;Нет дефолта
9;116000;24;39;ИСТИНА;Мужской;Среднее специальное;Косметика и косметические услуги;Дети есть;Москва или МО;71000;Другое;Мегафон;Клиент банка;Нет дефолта
9;27000;15;33;ЛОЖЬ;Мужской;Высшее;Туризм и отдых;Детей нет;Другие регионы;31000;Никогда не был(а) женат/замужем;МТС;Не клиент банка;Нет дефолта
9;18000;6;49;ЛОЖЬ;Женский;Высшее;Мобильные телефоны;Дети есть;Москва или МО;56000;Женат/замужем;Билайн;Клиент банка;Дефолт
9;12000;6;25;ЛОЖЬ;Женский;Среднее специальное;Бытовая техника;Детей нет;Другие регионы;41000;Другое;Мегафон;Клиент банка;Нет дефолта
9;8500;3;36;ИСТИНА;Женский;Высшее;Фитнес;Дети есть;Другие регионы;81000;Другое;Мегафон;Клиент банка;Нет дефолта
